x,y,z,pos
222,-129,2898,BL
223,-14,1491,BL
117,44,1045,BL
334,-79,2032,BL
46,80,1293,BL
172,70,2246,BL
391,-36,2853,BL
165,16,1486,BL
206,-45,1152,BL
286,31,1426,BL
180,-73,2251,BL
231,-67,2734,BL
204,58,2203,BL
171,-67,1746,BL
431,-49,1751,BL
-61,122,918,BL
373,-42,2611,BL
217,37,2688,BL
186,-68,2029,BL
244,-14,1146,BL
269,-33,1356,BL
174,-75,1978,BL
160,98,2187,BL
220,-6,2526,BL
341,-87,1977,BL
13,43,816,BL
244,-57,1502,BL
296,41,2096,BL
92,-8,2340,BL
230,3,2349,BL
209,-3,1434,BL
279,-124,1668,BL
110,50,1306,BL
206,-6,2313,BL
323,-7,2641,BL
-646,-856,3544,TR
1090,-291,4049,TR
1685,2105,-19059,TR
-6651,2120,17618,TR
5266,-696,30696,TR
1369,-1784,-16736,TR
-5036,1267,-13476,TR
2785,-107,20747,TR
3615,-2494,3406,TR
-3330,-81,-13058,TR
1393,-119,11678,TR
1712,-814,2070,TR
-4184,1861,-79,TR
4502,-1616,10650,TR
96,1045,-5808,TR
-596,1405,-4652,TR
1053,-1259,5329,TR
2694,-2078,9448,TR
-2703,1090,-2907,TR
939,139,-1362,TR
-2508,-562,1727,TR
3438,-628,9132,TR
-2092,1469,3143,TR
-684,813,2143,TR
-932,-824,-3839,TR
3,1179,11327,TR
346,-144,5756,TR
2287,-1005,850,TR
-777,1105,-4126,TR
-1781,622,1943,TR
1938,-1821,2942,TR
1120,221,8519,TR
-1164,507,3376,TR
607,-728,-2983,TR
-885,-204,-3238,TR
2403,448,6172,TR
239,-604,1795,TR
390,-76,1004,TR
-407,-123,-1408,TR
1483,219,5001,TR
-1248,1138,2632,TR
1219,-339,-426,TR
-23,-241,-5623,TR
-614,151,2714,TR
1309,-428,8707,TR
-295,437,5416,TR
556,-3,-1950,TR
-971,-351,-6297,TR
626,-356,5467,TR
327,470,6329,TR
-174,221,1265,TR
736,-587,1006,TR
606,-40,-1480,TR
887,456,2427,TR
-1382,420,1713,TR
1142,-574,10549,TR
757,-429,-2501,TR
-1017,123,-761,TR
1528,-271,8146,TR
-502,371,2962,TR
515,36,-1703,TR
-1290,141,-64,TR
1332,-318,6432,TR
-123,414,1288,TR
367,-143,513,TR
415,-541,-88,TR
88,271,1881,TR
253,57,3949,TR
408,-138,3018,TR
588,-104,1066,TR
-477,40,-3675,TR
4,265,4044,TR
511,-76,6386,TR
63,13,23,TR
13,-290,-2269,TR
248,-582,621,TR
441,183,5334,TR
-84,316,5188,TR
403,-333,632,TR
-146,98,-2040,TR
247,108,1656,TR
550,-27,3967,TR
382,60,2830,TR
95,-123,555,TR
-154,20,1746,TR
673,-180,3088,TR
54,2,1651,TR
116,-4,2128,TR
376,-227,67,TR
265,166,3101,TR
321,173,5102,TR
81,-200,1085,TR
219,-32,-1842,TR
-12,-12,1328,TR
524,-142,5885,TR
532,-7,3557,TR
96,156,1566,TR
-133,68,-553,TR
105,-143,195,TR
517,-60,2790,TR
257,167,4084,TR
10,152,2540,TR
256,-95,-797,TR
286,-138,261,TR
101,170,3727,TR
333,-291,4047,TR
96,79,17,TR
-56,-70,125,TR
744,-97,4014,TR
-144,232,1562,TR
147,0,1661,TR
318,60,1425,TR
209,-13,2001,TR
318,-71,3110,TR
-37,161,2047,TR
481,-190,888,TR
-33,24,-96,TR
102,114,3562,TR
531,-133,4095,TR
232,-1,522,TR
-26,177,-350,TR
60,49,1022,TR
451,5,4814,TR
127,-61,1673,TR
261,-67,325,TR
286,-107,684,TR
118,14,2179,TR
48,135,3199,TR
383,4,3092,TR
291,-60,815,TR
-277,95,-572,TR
721,-94,3299,TR
262,-118,2736,TR
11,69,1707,TR
37,96,760,TR
407,-164,3255,TR
340,-160,2619,TR
-87,46,415,TR
398,-25,1590,TR
-13,28,2542,TR
347,131,3065,TR
148,19,1779,TR
390,-249,1406,TR
-84,-24,-132,TR
229,37,2353,TR
585,-88,4889,TR
-44,-18,1589,TR
179,25,-607,TR
234,14,805,TR
513,-127,4126,TR
-5,61,1960,TR
89,170,1680,TR
378,-139,1606,TR
35,-83,1347,TR
291,-37,2309,TR
348,-158,2894,TR
47,16,1052,TR
-34,52,719,TR
593,0,3164,TR
310,3,2838,TR
51,-54,1585,TR
143,29,737,TR
155,-45,2087,TR
460,-147,3520,TR
-53,43,1214,TR
205,63,1163,TR
404,-198,1501,TR
40,38,2304,TR
242,29,2331,TR
384,-39,2286,TR
155,-16,1218,TR
77,71,1084,TR
498,-35,3616,TR
235,-97,2865,TR
76,11,838,TR
158,19,490,TR
401,-96,2614,TR
-9,33,2358,TR
159,96,2089,TR
466,-78,1776,TR
14,-32,1092,TR
321,21,2016,TR
204,51,1834,TR
314,0,2456,TR
47,-30,1378,TR
117,32,1779,TR
469,-48,2546,TR
41,33,1307,TR
160,85,980,TR
277,11,2318,TR
211,-30,3000,TR
135,15,1797,TR
291,-38,1032,TR
206,-48,1401,TR
113,29,2147,TR
233,52,2560,TR
371,12,2484,TR
147,-57,1012,TR
66,15,886,TR
399,20,2276,TR
2874,-285,4033,MC
-3530,1513,-18979,MC
-531,-1397,10790,MC
4480,-131,22393,MC
-6756,1160,-14851,MC
5337,-406,-6482,MC
1952,-1031,20044,MC
-6090,2053,-2330,MC
3503,-1274,-2823,MC
-1468,31,-7216,MC
-511,-2306,-1504,MC
744,-1032,9281,MC
-3930,2119,10860,MC
2959,-508,-3199,MC
207,-57,-9918,MC
-4647,1573,5996,MC
-1445,-297,3630,MC
825,-1160,-13909,MC
2973,562,-720,MC
-2334,-162,7802,MC
1431,489,-936,MC
2877,-408,2293,MC
349,82,4326,MC
390,985,-854,MC
-3190,-336,-919,MC
2529,102,12564,MC
693,-46,4472,MC
-2322,-307,-7969,MC
1591,632,-2972,MC
593,157,6466,MC
-633,410,6609,MC
753,371,1628,MC
-1298,841,-5354,MC
-326,85,2618,MC
2053,-616,13717,MC
799,-791,-2013,MC
-1053,-33,-6871,MC
-354,366,3012,MC
553,-201,6018,MC
548,-395,1445,MC
58,479,5670,MC
-698,349,-4775,MC
-645,-229,-4132,MC
1645,-196,7199,MC
788,220,6369,MC
258,-102,2777,MC
-960,109,-5332,MC
960,-828,2272,MC
430,-356,1282,MC
100,-5,-829,MC
-789,206,-3190,MC
707,-76,3657,MC
1359,501,8669,MC
-770,498,2127,MC
537,81,741,MC
-94,-289,-2999,MC
-233,-413,2655,MC
1347,-394,7643,MC
-551,-31,463,MC
63,-203,-2266,MC
149,-158,-2627,MC
185,572,4050,MC
711,580,4338,MC
-501,375,2348,MC
768,-249,4090,MC
-327,-148,-3859,MC
36,-368,6086,MC
927,-310,6853,MC
526,-553,-2098,MC
318,12,-3009,MC
-137,427,3920,MC
778,93,3794,MC
150,736,899,MC
321,2,1407,MC
-186,-51,1012,MC
822,-19,3572,MC
-209,-441,2461,MC
605,-534,3303,MC
570,-375,-1497,MC
-388,262,-548,MC
235,61,5138,MC
626,430,2631,MC
287,75,-2580,MC
-722,231,-1669,MC
1218,-182,7172,MC
443,-31,4988,MC
-478,-133,663,MC
647,-520,-803,MC
-93,-165,-175,MC
-14,203,4253,MC
423,189,3494,MC
370,153,807,MC
-21,224,-1394,MC
64,164,2286,MC
753,-108,4557,MC
245,-41,2838,MC
-41,-345,1433,MC
40,-231,1078,MC
354,133,3689,MC
65,-44,2842,MC
228,135,-342,MC
-155,384,-912,MC
229,140,4739,MC
247,19,3875,MC
263,-200,918,MC
284,-242,89,MC
-149,-162,765,MC
639,-173,4132,MC
356,100,3438,MC
13,10,1156,MC
162,137,-1402,MC
139,350,453,MC
586,53,4779,MC
-1,145,2355,MC
325,-64,375,MC
-33,-241,472,MC
383,-210,3817,MC
179,-106,2791,MC
189,33,1687,MC
183,-36,92,MC
47,234,964,MC
471,233,3198,MC
415,24,3017,MC
215,157,1822,MC
152,-17,-125,MC
314,-136,2664,MC
425,-120,4149,MC
-91,-129,1468,MC
450,-108,840,MC
66,-24,827,MC
457,174,3281,MC
331,293,3105,MC
284,75,1306,MC
-1,103,-978,MC
286,-46,2303,MC
460,-159,4707,MC
-37,-56,2378,MC
396,-241,1180,MC
102,-63,-228,MC
35,67,2030,MC
467,73,3544,MC
201,213,1840,MC
176,64,479,MC
103,70,1383,MC
311,-67,3043,MC
207,-120,2148,MC
201,-151,1473,MC
96,-132,1091,MC
178,-36,2530,MC
230,-2,2469,MC
184,47,1293,MC
92,105,393,MC
201,68,1965,MC
331,3,3313,MC
180,-16,2665,MC
341,-170,1290,MC
-30,-56,39,MC
147,-153,2584,MC
442,-88,3831,MC
62,67,1419,MC
178,24,650,MC
173,44,739,MC
306,98,2891,MC
129,-36,2583,MC
249,-85,1921,MC
141,-110,584,MC
210,-109,1896,MC
291,-56,3020,MC
168,-6,2070,MC
178,34,733,MC
202,47,1313,MC
278,66,2640,MC
193,72,2218,MC
194,-17,1314,MC
164,-61,1325,MC
268,-106,2569,MC
222,-85,2672,MC
209,-87,1802,MC
210,-10,848,MC
107,19,1510,MC
340,86,3049,MC
242,48,2403,MC
176,4,1048,MC
211,-18,820,MC
247,-61,2275,MC
311,-71,2914,MC
174,-47,2610,MC
254,-33,1753,MC
239,-57,854,MC
117,61,1436,MC
273,-6,2611,MC
201,48,2212,MC
177,47,1440,MC
184,-29,1521,MC
264,-32,2214,MC
226,-26,2269,MC
179,-62,1655,MC
125,-15,1285,MC
257,-8,2228,MC
232,0,2466,MC
660,-333,2168,BR
-196,654,-12957,BR
-2706,2994,-2387,BR
197,364,11924,BR
-4570,-996,-1696,BR
3306,705,4533,BR
-5044,1159,-6513,BR
3918,-644,6481,BR
945,1118,-4314,BR
-3210,-85,8511,BR
1671,1097,-1565,BR
-605,-1971,-5482,BR
4132,1189,9769,BR
-5713,-749,-6703,BR
-661,-2742,-3717,BR
5831,468,11254,BR
-2084,-624,-250,BR
155,-1936,-1232,BR
-1337,2682,-5879,BR
1464,139,10061,BR
-374,-858,8540,BR
-274,1404,-3634,BR
1698,-2386,-3596,BR
-2305,490,13732,BR
3312,-233,6001,BR
-907,578,-9259,BR
-417,339,8001,BR
2387,-301,5924,BR
-1115,1613,-12390,BR
-1750,1345,5029,BR
4203,-1153,15049,BR
-1657,226,-10111,BR
-606,645,-2081,BR
1595,-5,10913,BR
1168,-446,-1065,BR
-1173,893,-2490,BR
1319,-87,2214,BR
358,-306,6315,BR
-23,565,2487,BR
880,-1421,-736,BR
183,222,-5227,BR
-1370,739,4157,BR
1655,-389,10980,BR
-529,-174,-1265,BR
1272,-483,983,BR
-1363,531,-395,BR
472,-154,369,BR
2109,-681,3564,BR
1098,221,3426,BR
-2147,738,2729,BR
1028,-843,1198,BR
740,240,-1333,BR
-231,346,1391,BR
-424,348,4950,BR
909,273,360,BR
-79,125,731,BR
459,-314,6441,BR
796,-495,399,BR
137,167,-3883,BR
-783,121,4012,BR
1284,-220,8002,BR
-101,-52,-3002,BR
226,225,1259,BR
10,330,2571,BR
181,-440,-678,BR
1342,27,5904,BR
-613,450,2925,BR
-205,-713,338,BR
1213,-107,754,BR
-547,-13,-425,BR
121,75,5346,BR
1744,-136,4412,BR
-715,244,-2561,BR
-472,170,-476,BR
1532,-400,6264,BR
520,-336,2721,BR
-1272,199,-699,BR
1029,-470,3907,BR
773,-248,3314,BR
-461,127,-1454,BR
259,73,1820,BR
889,-140,2367,BR
-129,17,1486,BR
499,-10,3232,BR
28,174,1525,BR
609,-170,1847,BR
-173,-99,-627,BR
111,35,3620,BR
897,-384,6529,BR
-306,122,-717,BR
-177,141,-2785,BR
800,-179,3770,BR
-64,211,3659,BR
-391,149,1053,BR
715,-150,3494,BR
445,-163,1597,BR
-558,-26,-1663,BR
505,78,3238,BR
599,-255,4882,BR
-133,-135,566,BR
-525,361,461,BR
1071,-274,3613,BR
-266,227,8,BR
290,133,3148,BR
322,-164,2562,BR
-127,109,2076,BR
502,-151,2360,BR
-6,-102,1089,BR
340,-131,542,BR
-50,230,1924,BR
26,61,3329,BR
396,-25,3839,BR
584,80,1704,BR
-288,133,-752,BR
16,-6,940,BR
654,17,4026,BR
211,-54,3039,BR
18,64,1454,BR
92,-76,1195,BR
26,47,340,BR
-189,222,2092,BR
773,30,4390,BR
79,97,689,BR
-150,117,846,BR
610,-124,2541,BR
71,59,1566,BR
270,-150,2259,BR
64,82,1947,BR
152,11,2053,BR
529,-52,2751,BR
4,31,501,BR
222,53,780,BR
467,58,2188,BR
118,37,3470,BR
242,46,1972,BR
191,-105,1386,BR
344,-134,1590,BR
-164,119,754,BR
655,-106,4331,BR
314,-102,2801,BR
-300,130,-673,BR
521,-13,1522,BR
254,38,2516,BR
-96,-9,2483,BR
506,-41,2550,BR
117,41,1105,BR
137,-200,1437,BR
241,1,1957,BR
166,14,1760,BR
357,-170,2389,BR
-63,95,1960,BR
443,-21,1630,BR
49,95,1417,BR
217,-154,2103,BR
207,0,1532,BR
21,8,2277,BR
491,-229,3482,BR
-7,10,442,BR
97,-4,839,BR
461,-123,2565,BR
-275,104,1997,BR
359,-43,2637,BR
452,-92,1835,BR
-164,-21,512,BR
237,-41,1441,BR
248,28,2791,BR
170,-144,2970,BR
78,39,1074,BR
283,-99,1537,BR
250,-54,1738,BR
2,50,1905,BR
355,-21,2644,BR
186,7,1710,BR
55,-81,1566,BR
263,-77,2008,BR
251,4,1426,BR
158,-102,1885,BR
350,-67,2316,BR
-48,107,1587,BR
435,-80,2789,BR
260,-66,1327,BR
26,46,695,BR
383,-13,2193,BR
77,-8,2518,BR
248,33,1949,BR
288,-34,1348,BR
219,-108,1373,BR
187,30,1725,BR
178,48,2608,BR
351,-56,2477,BR
149,60,1125,BR
161,5,1379,BR
330,8,1911,BR
135,23,2015,BR
295,-32,2535,BR
195,94,1569,BR
117,-34,1437,BR
401,-22,2363,BR
23,80,1207,BR
412,-52,2537,BR
954,-501,3590,BR
-1381,460,-13330,BR
-2629,1753,2774,BR
1068,-114,13324,BR
-2698,-1424,-3137,BR
-506,-139,-2217,BR
-4131,-610,-12784,BR
-10477,-227,-12532,BR
1862,13,-4730,BR
-594,1775,12139,BR
-2172,482,-10274,BR
311,-677,-5222,BR
1283,-696,1436,BR
-3122,-616,-7849,BR
2289,-1229,16031,BR
-1783,1811,4164,BR
3789,-612,-5395,BR
-1320,151,1782,BR
120,2623,5004,BR
2728,-1897,6438,BR
-194,740,-4178,BR
1143,1589,-3675,BR
-1498,-1964,-2573,BR
616,726,11246,BR
1574,-834,-4181,BR
-431,287,-5628,BR
1664,-553,11136,BR
-467,574,2740,BR
-2710,1288,-6704,BR
999,-914,6646,BR
1638,-462,4385,BR
-2802,147,-6273,BR
1105,215,10499,BR
1401,-673,6467,BR
-322,-165,-10613,BR
-110,583,2151,BR
516,-503,10225,BR
-413,907,3258,BR
-510,-522,-1590,BR
1284,-510,-2726,BR
-1582,1628,-1993,BR
523,-519,7323,BR
1656,-313,9738,BR
-1142,387,-2631,BR
43,6,-2313,BR
-74,-492,5027,BR
1055,-423,3091,BR
1519,-83,-443,BR
-1462,987,1035,BR
27,-463,4606,BR
1786,-164,375,BR
-134,580,769,BR
-178,-226,2475,BR
138,63,-545,BR
-422,167,2716,BR
281,95,6419,BR
302,-242,-1822,BR
4,-116,-5577,BR
-549,-300,5046,BR
1788,-412,9765,BR
-65,895,-2014,BR
-1203,194,-3111,BR
135,-213,1495,BR
190,35,254,BR
549,-169,3594,BR
256,135,6728,BR
-266,54,-534,BR
452,-485,-2514,BR
889,5,3474,BR
-346,-158,3328,BR
-82,-20,633,BR
410,34,867,BR
-505,346,104,BR
352,371,2728,BR
847,-307,4368,BR
-65,-370,-309,BR
-82,-59,-393,BR
860,2,6698,BR
287,-196,3107,BR
-326,-14,-1536,BR
570,184,415,BR
-56,68,1881,BR
298,112,4176,BR
484,109,3317,BR
243,-93,183,BR
70,-199,239,BR
1,48,856,BR
86,-160,4716,BR
880,-193,3783,BR
-397,55,-3594,BR
70,-30,-599,BR
865,9,6410,BR
-186,223,1816,BR
-118,220,1252,BR
480,-192,2584,BR
80,-286,904,BR
-104,178,784,BR
374,-219,3940,BR
577,-335,2073,BR
-370,247,-895,BR
316,88,3886,BR
833,-293,3435,BR
-228,362,-1670,BR
268,220,1151,BR
116,76,4186,BR
274,50,3466,BR
180,-256,952,BR
81,-286,49,BR
101,33,213,BR
70,322,3745,BR
161,10,4204,BR
490,-67,1553,BR
-80,269,-2167,BR
-25,6,1200,BR
758,-103,4581,BR
157,67,2798,BR
45,58,1812,BR
-177,-88,844,BR
689,-79,2229,BR
55,0,1161,BR
548,75,3464,BR
157,189,705,BR
-125,185,1603,BR
568,-41,3733,BR
443,-64,2069,BR
215,-40,723,BR
259,-81,1410,BR
-2,-27,2634,BR
429,-3,3628,BR
205,75,1642,BR
55,-31,57,BR
363,-42,422,BR
187,169,2821,BR
465,-28,4170,BR
174,110,1649,BR
178,-15,138,BR
253,-242,1364,BR
198,35,2695,BR
570,-181,3520,BR
48,79,1037,BR
-59,67,-429,BR
598,4,2594,BR
-8,111,2484,BR
171,-67,2646,BR
412,-97,1233,BR
40,-18,1415,BR
324,-183,2626,BR
67,36,1797,BR
285,-54,1353,BR
221,-67,1610,BR
30,58,2544,BR
445,-6,2503,BR
15,81,758,BR
288,-108,1664,BR
116,92,1691,BR
190,-66,3607,BR
331,-226,2811,BR
-4,-9,-300,BR
231,-96,806,BR
187,-35,2957,BR
-15,94,2680,BR
481,-15,2451,BR
220,-22,761,BR
10,-64,665,BR
330,-1,2184,BR
143,23,2903,BR
263,-144,2545,BR
48,4,859,BR
238,-77,1666,BR
122,-24,1774,BR
168,66,1825,BR
308,6,1933,BR
26,17,1764,BR
314,-53,2575,BR
344,-33,1553,BR
98,-96,1079,BR
289,-33,1909,BR
149,70,2178,BR
274,-15,2986,BR
242,-59,1696,BR
68,34,300,BR
317,-70,1632,BR
212,30,2679,BR
173,22,2734,BR
269,71,1846,BR
146,-87,1008,BR
281,-16,1911,BR
209,87,2311,BR
255,-17,2734,BR
268,-17,1725,BR
71,112,877,BR
297,-30,2091,BR
232,29,2051,BR
138,0,1797,BR
318,-55,2207,BR
121,49,1567,BR
212,-28,1961,BR
281,44,2124,BR
56,13,1360,BR
340,-70,1878,BR
3749,-2,-2702,MC
-6107,99,-20345,MC
2621,-910,25867,MC
1768,1398,8103,MC
-1828,-613,-10055,MC
4202,-227,-7795,MC
-1702,1958,12728,MC
-4436,-1269,-8948,MC
3492,1222,465,MC
-3165,-1867,-10802,MC
-423,46,8575,MC
1307,294,10423,MC
1407,1280,1693,MC
-590,-959,-6485,MC
-3000,898,1645,MC
4893,1387,22961,MC
-3176,-371,-11512,MC
4469,-2241,-2420,MC
-1671,-155,-3801,MC
-368,327,6702,MC
-765,-650,-2448,MC
2222,664,6976,MC
-785,699,3983,MC
1683,-359,1453,MC
1339,541,7498,MC
2625,-1218,7443,MC
645,-671,4287,MC
-1414,593,-8853,MC
-216,1063,-3953,MC
925,-191,12254,MC
2830,-848,10631,MC
-1876,811,-8664,MC
-1002,244,-7144,MC
822,-751,9632,MC
-61,-369,10583,MC
836,-292,625,MC
233,44,-1756,MC
-1033,536,612,MC
399,-514,1740,MC
955,700,3463,MC
353,-28,5569,MC
-2164,328,-6348,MC
758,412,1519,MC
1188,-613,9977,MC
-19,420,3789,MC
350,-61,-2619,MC
-1050,-37,-3399,MC
1170,-376,8956,MC
1693,-952,4550,MC
-1350,366,-4047,MC
-261,-63,-2870,MC
869,-88,2432,MC
312,725,7861,MC
617,214,3872,MC
57,469,-1642,MC
-66,-172,-2565,MC
563,-834,6518,MC
677,-134,4854,MC
-577,-11,-955,MC
255,-554,-2944,MC
656,658,1264,MC
602,183,4596,MC
-917,477,4107,MC
381,151,4734,MC
236,-370,-3837,MC
-300,89,1824,MC
37,-665,8293,MC
176,-491,657,MC
444,14,-1688,MC
-391,-14,261,MC
670,-70,4990,MC
432,178,1609,MC
193,-23,665,MC
-290,8,354,MC
719,-414,5021,MC
155,-355,3231,MC
-216,-344,2364,MC
1283,-467,-294,MC
-589,327,-1672,MC
70,-55,5715,MC
229,280,4416,MC
778,456,1150,MC
11,-289,-4125,MC
-750,105,-2133,MC
291,253,5880,MC
928,-188,6894,MC
-381,-342,846,MC
286,-382,-958,MC
294,-517,-199,MC
-135,249,3332,MC
31,204,1066,MC
259,308,1391,MC
-91,25,301,MC
344,68,2970,MC
320,-1,3208,MC
432,-287,1943,MC
-5,-489,-284,MC
-230,-65,2048,MC
712,107,5196,MC
-145,-168,1956,MC
246,291,-552,MC
157,162,-2327,MC
151,323,3807,MC
584,306,5914,MC
157,-155,840,MC
38,-234,-264,MC
77,-342,2208,MC
630,-275,4308,MC
-22,216,1882,MC
206,47,1123,MC
-98,195,-1237,MC
365,380,2085,MC
419,-4,3911,MC
-332,160,2327,MC
348,-99,901,MC
-122,-198,833,MC
440,-193,4169,MC
73,-291,2092,MC
457,-30,1109,MC
130,-46,-222,MC
119,181,1877,MC
283,246,1952,MC
185,213,1503,MC
129,-45,-227,MC
315,-143,2579,MC
500,-127,4787,MC
-243,-165,1677,MC
424,-204,1437,MC
-98,-67,-410,MC
173,18,2137,MC
419,135,3905,MC
64,305,1923,MC
435,44,294,MC
-118,118,-192,MC
568,-30,3846,MC
156,-129,3238,MC
101,-111,2261,MC
312,-297,799,MC
91,73,2143,MC
434,107,2723,MC
98,167,1555,MC
269,117,1062,MC
-29,118,1373,MC
466,-100,3580,MC
105,-77,1857,MC
219,-152,1643,MC
231,-125,1304,MC
-42,-206,1492,MC
343,-35,3350,MC
172,-14,2136,MC
248,10,1304,MC
169,149,-85,MC
97,138,1381,MC
409,75,3829,MC
251,-82,2270,MC
254,-209,207,MC
-40,-98,828,MC
441,-153,3444,MC
173,-18,2529,MC
120,107,1540,MC
157,33,534,MC
157,53,1434,MC
432,88,2820,MC
-29,-25,1887,MC
270,35,2167,MC
177,-166,1341,MC
172,-82,2085,MC
288,-118,2513,MC
198,-61,1807,MC
174,17,605,MC
118,56,1427,MC
322,86,2913,MC
118,91,1459,MC
204,-44,657,MC
207,-99,1696,MC
305,-84,3251,MC
143,-139,2410,MC
234,-31,1730,MC
184,-47,549,MC
131,20,1593,MC
325,88,2666,MC
269,48,2449,MC
213,61,1446,MC
132,-19,762,MC
262,-44,1889,MC
320,-65,3030,MC
122,-100,2113,MC
196,-46,1068,MC
191,33,1808,MC
267,-6,2390,MC
142,135,1631,MC
288,36,1585,MC
114,1,1679,MC
239,36,2408,MC
320,-78,2111,MC
189,21,1848,MC
127,-40,1114,MC
187,-16,1895,MC
320,24,2740,MC
164,-43,2077,MC
394,272,2407,BL
-100,583,-13028,BL
-5552,-1520,-3320,BL
-2024,-22,2131,BL
-1265,3109,-1974,BL
-3833,522,-5327,BL
-832,1073,-8167,BL
-3460,-1121,-16442,BL
-1319,-2376,3066,BL
-1224,1147,-168,BL
1563,-2728,10288,BL
4698,10,-1111,BL
-982,1079,-11002,BL
-2999,626,-1742,BL
740,2167,13399,BL
-136,-3078,15,BL
76,-257,907,BL
-2806,-13,-197,BL
1955,-2433,8779,BL
-335,2396,-2063,BL
2952,-1713,5652,BL
2038,1111,1482,BL
-3174,1085,-2271,BL
2980,-1606,4214,BL
-1059,997,1583,BL
130,-201,10038,BL
772,920,5763,BL
-1269,108,-9748,BL
2356,-848,3577,BL
527,774,1716,BL
-733,-693,2347,BL
-41,-21,-899,BL
57,24,7635,BL
1825,-682,8588,BL
-1040,1562,-4276,BL
-83,-187,-4612,BL
-867,284,8888,BL
45,-206,3701,BL
1676,-56,4029,BL
-846,350,-5261,BL
604,-402,915,BL
1222,-250,-1813,BL
-598,806,2900,BL
1725,-554,7060,BL
-30,94,1329,BL
618,-21,-16,BL
917,-163,125,BL
63,89,1303,BL
12,-204,6631,BL
-262,-130,-55,BL
-124,568,3054,BL
783,-254,1781,BL
621,-593,1106,BL
483,581,603,BL
-1061,329,3514,BL
1207,-405,7498,BL
215,429,-2465,BL
-292,-810,-2609,BL
675,-165,5636,BL
305,157,1987,BL
-466,76,103,BL
1015,355,4746,BL
97,-194,450,BL
484,377,-1985,BL
-732,540,2523,BL
1494,-726,7894,BL
-146,-80,488,BL
252,-186,-2236,BL
694,-686,2359,BL
-660,618,1898,BL
186,240,2881,BL
776,162,3425,BL
-550,251,1622,BL
903,226,1572,BL
-305,-155,-261,BL
49,36,1794,BL
348,-274,4223,BL
156,-90,2360,BL
244,-186,3038,BL
342,-423,848,BL
78,208,-361,BL
-8,125,195,BL
422,33,4186,BL
391,391,4247,BL
-355,95,1247,BL
509,-290,-436,BL
-195,-31,-122,BL
98,-21,5114,BL
314,-355,4678,BL
323,-18,679,BL
-170,95,-645,BL
367,181,1673,BL
491,-120,1684,BL
-159,362,1377,BL
536,189,5066,BL
103,-77,1306,BL
84,-64,343,BL
426,-237,2251,BL
-274,-238,1558,BL
616,-51,3340,BL
-265,37,1438,BL
347,49,1973,BL
414,64,584,BL
-138,102,20,BL
247,22,3585,BL
474,-48,3909,BL
94,-193,1945,BL
13,73,477,BL
88,-331,442,BL
550,-12,2647,BL
-152,42,2624,BL
97,73,2580,BL
712,-70,1619,BL
-326,191,-906,BL
426,30,2626,BL
305,-39,3007,BL
-67,-13,2924,BL
145,-179,426,BL
120,-63,890,BL
444,-110,2235,BL
-209,190,1652,BL
379,61,2322,BL
315,182,2377,BL
138,15,1722,BL
303,-36,926,BL
242,34,884,BL
192,-205,3142,BL
185,-16,2697,BL
166,-5,2202,BL
576,-279,1935,BL
-76,166,23,BL
111,105,422,BL
538,94,3942,BL
247,116,3765,BL
100,-21,2027,BL
536,-78,954,BL
6,-217,483,BL
341,-111,2420,BL
58,106,3081,BL
291,-82,2927,BL
279,3,1104,BL
-135,138,121,BL
656,-93,2278,BL
-18,100,1502,BL
202,59,2915,BL
227,-1,2220,BL
136,-86,1893,BL
420,-217,1467,BL
11,28,859,BL
191,-31,2362,BL
115,152,2112,BL
106,126,1411,BL
434,-28,2075,BL
183,60,515,BL
-8,-33,1557,BL
458,1,3401,BL
105,-76,2809,BL
152,-65,1324,BL
26,35,228,BL
305,-153,2180,BL
351,-7,2486,BL
-52,129,1872,BL
361,7,2471,BL
141,70,897,BL
83,-41,1325,BL
325,29,2117,BL
218,-117,2896,BL
270,-76,1821,BL
22,105,909,BL
384,-101,2200,BL
138,21,1571,BL
28,97,1382,BL
401,-57,2873,BL
234,17,2108,BL
103,-58,1245,BL
307,68,1356,BL
157,-45,1830,BL
243,-94,2689,BL
174,96,2004,BL
286,-107,2116,BL
264,-38,1264,BL
-58,117,676,BL
393,2,2918,BL
80,25,2272,BL
319,-68,2060,BL
181,10,825,BL
151,-81,1600,BL
296,-42,2404,BL
86,67,2063,BL
282,-38,2277,BL
300,-47,1740,BL
60,34,923,BL
335,-44,1823,BL
209,35,2141,BL
92,-26,2339,BL
249,-13,1971,BL
257,32,1704,BL
230,-114,1893,BL
287,-44,1388,BL
166,33,2104,BL
4306,-542,-263,MC
-7941,802,-22289,MC
2624,-1678,25206,MC
714,2059,10205,MC
-2213,-394,-7627,MC
3001,-87,1767,MC
3031,1877,17839,MC
-4156,-2200,-3732,MC
4471,883,-3213,MC
-172,-1467,-17174,MC
-827,-933,13948,MC
-625,-32,7315,MC
4705,1506,1471,MC
-681,-537,-13121,MC
-3170,616,-2094,MC
7276,1024,28741,MC
-3345,175,-9387,MC
1859,-1825,-7688,MC
135,-669,1595,MC
-2403,1050,11234,MC
-2457,820,-4820,MC
3775,-625,3961,MC
1703,-675,6332,MC
-3103,838,-9483,MC
325,607,5449,MC
2637,-1752,13910,MC
-1657,-1073,-8834,MC
741,1097,-8788,MC
159,-181,9162,MC
1176,1026,12570,MC
207,500,-4475,MC
